subject_id,group_id,question_id,s1_value,s1_confidence,s3_value,s3_confidence,n_number_en_s1,n_fermi_whitelist,n_interventions,n_words
390,100,8,85.0,2.0,85.0,1.0,,,,
393,100,1,30.0,2.0,64.0,4.0,1.0,0.0,4.0,20.0
393,100,2,50.0,2.0,50.0,1.0,,,,
393,100,3,300.0,3.0,450.0,3.0,1.0,0.0,4.0,15.0
393,100,4,8000.0,2.0,7500.0,4.0,1.0,0.0,5.0,23.0
393,100,5,8.0,3.0,30.0,4.0,1.0,0.0,6.0,41.0
393,100,6,10.0,3.0,10.0,1.0,,,,
393,100,7,60.0,3.0,60.0,3.0,,,,
393,100,8,30.0,3.0,30.0,3.0,,,,
342,101,1,112.0,3.0,240.0,4.0,0.0,0.0,4.0,46.0
342,101,2,500.0,1.0,700.0,1.0,1.0,1.0,6.0,35.0
342,101,3,400.0,4.0,400.0,4.0,,,,
342,101,4,10000.0,2.0,8000.0,4.0,0.0,2.0,8.0,49.0
342,101,5,16.0,2.0,30.0,4.0,2.0,1.0,6.0,62.0
342,101,6,10.0,4.0,10.0,4.0,,,,
342,101,7,500.0,3.0,500.0,3.0,,,,
342,101,8,92.0,2.0,92.0,2.0,,,,
352,101,1,50.0,1.0,240.0,3.0,1.0,0.0,5.0,9.0
352,101,2,150.0,1.0,700.0,3.0,1.0,0.0,7.0,15.0
352,101,3,400.0,3.0,400.0,3.0,,,,
352,101,4,10000.0,3.0,8000.0,4.0,1.0,5.0,17.0,89.0
352,101,5,6.0,2.0,30.0,3.0,2.0,0.0,5.0,19.0
352,101,6,14.0,3.0,14.0,3.0,,,,
352,101,7,200.0,3.0,200.0,3.0,,,,
352,101,8,170.0,2.0,170.0,2.0,,,,
358,101,1,70.0,1.0,240.0,4.0,1.0,0.0,6.0,21.0
358,101,2,500.0,2.0,700.0,3.0,1.0,0.0,4.0,6.0
358,101,3,100.0,3.0,400.0,3.0,,,,
358,101,4,15000.0,2.0,8000.0,4.0,0.0,1.0,11.0,41.0
358,101,5,60.0,2.0,30.0,4.0,2.0,1.0,5.0,20.0
358,101,6,40.0,4.0,40.0,3.0,,,,
358,101,7,150.0,3.0,150.0,3.0,,,,
358,101,8,5.0,3.0,6.0,3.0,,,,
361,101,1,250.0,4.0,240.0,4.0,2.0,8.0,12.0,123.0
361,101,2,3000.0,1.0,700.0,1.0,1.0,0.0,11.0,68.0
361,101,3,300.0,3.0,300.0,3.0,,,,
361,101,4,7300.0,4.0,8000.0,4.0,2.0,6.0,12.0,80.0
361,101,5,30.0,3.0,30.0,4.0,4.0,2.0,12.0,48.0
361,101,6,5.0,1.0,5.0,1.0,,,,
361,101,7,50.0,1.0,50.0,1.0,,,,
361,101,8,10.0,3.0,10.0,3.0,,,,
407,105,1,28.0,1.0,35.0,1.0,2.0,0.0,5.0,15.0
407,105,2,150.0,1.0,600.0,2.0,,,,
407,105,3,225.0,3.0,300.0,2.0,1.0,1.0,5.0,23.0
407,105,4,1300.0,1.0,5000.0,1.0,1.0,0.0,6.0,25.0
407,105,5,2.0,3.0,2.0,2.0,,,,
407,105,6,12.0,3.0,12.0,3.0,,,,
407,105,7,70.0,2.0,240.0,3.0,1.0,0.0,3.0,15.0
407,105,8,25.0,2.0,30.0,2.0,,,,
416,105,1,60.0,1.0,80.0,2.0,2.0,0.0,7.0,32.0
416,105,2,300.0,2.0,500.0,1.0,,,,
416,105,3,400.0,2.0,400.0,3.0,1.0,1.0,13.0,68.0
416,105,4,4000.0,3.0,5000.0,2.0,2.0,3.0,14.0,80.0
416,105,5,7.0,1.0,7.0,2.0,,,,
416,105,6,7.0,3.0,7.0,2.0,,,,
416,105,7,250.0,4.0,240.0,4.0,2.0,1.0,10.0,44.0
416,105,8,50.0,3.0,90.0,3.0,,,,
419,105,1,40.0,1.0,40.0,3.0,1.0,0.0,2.0,8.0
419,105,2,100.0,1.0,200.0,3.0,,,,
419,105,3,100.0,2.0,420.0,4.0,1.0,0.0,4.0,11.0
419,105,4,3000.0,2.0,4000.0,3.0,0.0,0.0,2.0,7.0
419,105,5,6.0,2.0,6.0,3.0,,,,
419,105,6,15.0,3.0,15.0,3.0,,,,
419,105,7,240.0,3.0,240.0,4.0,1.0,1.0,4.0,21.0
419,105,8,6.0,4.0,8.0,3.0,,,,
443,105,1,30.0,1.0,35.0,2.0,2.0,0.0,6.0,15.0
443,105,2,30.0,2.0,200.0,2.0,,,,
443,105,3,100.0,2.0,300000000.0,3.0,1.0,0.0,4.0,17.0
443,105,4,500.0,2.0,5000.0,2.0,0.0,1.0,8.0,25.0
443,105,5,50.0,1.0,5.0,3.0,,,,
443,105,6,3.0,3.0,4.0,2.0,,,,
443,105,7,300.0,3.0,250.0,3.0,1.0,1.0,4.0,18.0
443,105,8,20.0,2.0,50.0,2.0,,,,
428,106,1,21.0,1.0,120.0,1.0,,,,
428,106,2,400.0,2.0,210.0,4.0,1.0,4.0,10.0,55.0
428,106,3,10000.0,1.0,10000.0,3.0,,,,
428,106,4,10000.0,1.0,12000.0,2.0,,,,
428,106,5,5.0,2.0,42.0,4.0,1.0,2.0,5.0,23.0
428,106,6,20.0,3.0,20.0,3.0,,,,
428,106,7,200.0,3.0,241.0,4.0,1.0,0.0,6.0,23.0
428,106,8,9.0,3.0,43.0,3.0,0.0,0.0,5.0,28.0
446,106,1,70.0,2.0,100.0,1.0,,,,
446,106,2,200.0,3.0,200.0,4.0,2.0,9.0,9.0,66.0
446,106,3,450.0,3.0,450.0,2.0,,,,
446,106,4,200.0,1.0,10000.0,1.0,,,,
446,106,5,30.0,3.0,40.0,4.0,0.0,3.0,9.0,36.0
446,106,6,4.0,1.0,4.0,3.0,,,,
446,106,7,250.0,4.0,240.0,4.0,2.0,1.0,10.0,42.0
446,106,8,30.0,2.0,40.0,4.0,0.0,0.0,9.0,31.0
464,106,1,33.0,1.0,35.0,3.0,,,,
464,106,2,130.0,1.0,200.0,4.0,2.0,0.0,4.0,12.0
464,106,3,130.0,1.0,100.0,3.0,,,,
464,106,4,34.0,1.0,56.0,3.0,,,,
464,106,5,45.0,2.0,45.0,4.0,1.0,0.0,2.0,7.0
464,106,6,100.0,2.0,200.0,3.0,,,,
464,106,7,120.0,2.0,240.0,3.0,2.0,0.0,6.0,18.0
464,106,8,60.0,2.0,50.0,3.0,1.0,0.0,5.0,12.0
470,106,1,76.0,2.0,76.0,2.0,,,,
470,106,2,130.0,2.0,215.0,3.0,1.0,0.0,8.0,29.0
470,106,3,400.0,2.0,400.0,2.0,,,,
470,106,4,3000.0,3.0,3100.0,3.0,,,,
470,106,5,8.0,1.0,45.0,3.0,2.0,0.0,6.0,28.0
470,106,6,47.0,2.0,47.0,2.0,,,,
470,106,7,100.0,3.0,240.0,4.0,2.0,1.0,6.0,35.0
470,106,8,35.0,3.0,45.0,3.0,1.0,0.0,5.0,31.0
422,107,1,60.0,2.0,60.0,3.0,,,,
422,107,2,250.0,2.0,300.0,3.0,1.0,0.0,3.0,12.0
422,107,3,500.0,3.0,350.0,4.0,0.0,9.0,9.0,47.0
422,107,4,15000.0,3.0,14000.0,4.0,,,,
422,107,5,30.0,3.0,30.0,3.0,3.0,3.0,5.0,30.0
422,107,6,12.0,3.0,14.0,3.0,,,,
422,107,7,84.0,2.0,240.0,4.0,2.0,1.0,2.0,12.0
422,107,8,21.0,3.0,20.0,3.0,,,,
425,107,1,60.0,3.0,,,,,,
425,107,2,100.0,3.0,,,3.0,0.0,3.0,35.0
425,107,3,250000000.0,2.0,,,0.0,2.0,6.0,40.0
425,107,4,10.0,2.0,,,,,,
425,107,5,20.0,2.0,,,2.0,0.0,6.0,22.0
425,107,6,250.0,4.0,,,,,,
425,107,7,65.0,4.0,,,1.0,0.0,3.0,13.0
425,107,8,25.0,3.0,,,,,,
461,107,1,200.0,3.0,200.0,3.0,,,,
461,107,2,100.0,2.0,60.0,5.0,2.0,0.0,4.0,26.0
461,107,3,1000.0,3.0,400.0,5.0,2.0,3.0,9.0,47.0
461,107,4,1500.0,3.0,1500.0,3.0,,,,
461,107,5,20.0,3.0,25.0,4.0,2.0,0.0,7.0,30.0
461,107,6,4.0,4.0,4.0,4.0,,,,
461,107,7,13.0,3.0,240.0,4.0,1.0,0.0,2.0,5.0
461,107,8,150.0,4.0,150.0,3.0,,,,
473,107,1,180.0,1.0,,,,,,
473,107,2,300.0,1.0,,,1.0,1.0,5.0,23.0
473,107,3,500.0,1.0,,,2.0,0.0,6.0,38.0
473,107,4,20000.0,1.0,,,,,,
473,107,5,15.0,1.0,,,2.0,0.0,5.0,28.0
473,107,6,55.0,1.0,,,,,,
473,107,7,240.0,2.0,,,2.0,2.0,2.0,17.0
473,107,8,75.0,1.0,,,,,,
486,114,1,70.0,1.0,90.0,2.0,0.0,4.0,15.0,82.0
486,114,2,70.0,1.0,160.0,3.0,2.0,2.0,10.0,57.0
486,114,3,10000000000.0,2.0,10000000000.0,2.0,,,,
486,114,4,9000.0,3.0,9000.0,3.0,,,,
486,114,5,10.0,1.0,30.0,3.0,3.0,3.0,12.0,62.0
486,114,6,7.0,1.0,3.0,2.0,1.0,3.0,13.0,114.0
486,114,7,250.0,3.0,250.0,3.0,,,,
486,114,8,60.0,2.0,100.0,2.0,,,,
489,114,1,60.0,1.0,120.0,3.0,0.0,14.0,22.0,137.0
489,114,2,170.0,1.0,160.0,3.0,2.0,4.0,16.0,108.0
489,114,3,220.0,2.0,220.0,2.0,,,,
489,114,4,7500.0,1.0,7500.0,2.0,,,,
489,114,5,20.0,1.0,30.0,3.0,5.0,14.0,27.0,191.0
489,114,6,10.0,2.0,2.0,3.0,2.0,6.0,21.0,144.0
489,114,7,200.0,2.0,200.0,2.0,,,,
489,114,8,102.0,1.0,102.0,1.0,,,,
513,114,1,56.0,1.0,90.0,2.0,0.0,5.0,9.0,63.0
513,114,2,76.0,3.0,160.0,2.0,2.0,1.0,8.0,42.0
513,114,3,230000.0,2.0,230000000.0,2.0,,,,
513,114,4,15.0,2.0,15000.0,1.0,,,,
513,114,5,4.0,2.0,30.0,2.0,1.0,0.0,7.0,47.0
513,114,6,5.0,3.0,1.0,3.0,2.0,3.0,10.0,57.0
513,114,7,250.0,2.0,250.0,2.0,,,,
513,114,8,7.0,2.0,9.0,2.0,,,,
516,114,1,104.0,1.0,145.0,3.0,0.0,4.0,15.0,71.0
516,114,2,1143.0,1.0,160.0,2.0,0.0,1.0,12.0,62.0
516,114,3,308.0,1.0,340.0,2.0,,,,
516,114,4,10653.0,1.0,50356.0,1.0,,,,
516,114,5,9.0,1.0,28.0,2.0,2.0,0.0,14.0,57.0
516,114,6,6.0,1.0,6.0,1.0,3.0,2.0,17.0,81.0
516,114,7,126.0,1.0,200.0,1.0,,,,
516,114,8,5.0,1.0,7.0,2.0,,,,
492,115,1,45.0,2.0,48.0,4.0,2.0,1.0,4.0,23.0
492,115,2,250.0,2.0,250.0,3.0,,,,
492,115,3,350.0,2.0,350.0,3.0,,,,
492,115,4,15.0,3.0,17000.0,3.0,1.0,1.0,5.0,26.0
492,115,5,15.0,2.0,30.0,3.0,1.0,2.0,4.0,30.0
492,115,6,5.0,3.0,5.0,3.0,,,,
492,115,7,100.0,3.0,202.0,5.0,1.0,6.0,5.0,46.0
492,115,8,14.0,2.0,15.0,3.0,,,,
504,115,1,16.0,2.0,48.0,3.0,3.0,0.0,5.0,18.0
504,115,2,147.0,1.0,147.0,2.0,,,,
504,115,3,120.0,1.0,700.0,2.0,,,,
504,115,4,3500.0,1.0,17000.0,3.0,3.0,0.0,5.0,23.0
504,115,5,8.0,2.0,30.0,3.0,0.0,0.0,4.0,23.0
504,115,6,20.0,3.0,25.0,2.0,,,,
504,115,7,520.0,1.0,202.0,4.0,0.0,0.0,6.0,23.0
504,115,8,120.0,2.0,125.0,2.0,,,,
507,115,1,9.0,2.0,48.0,3.0,2.0,0.0,7.0,24.0
507,115,2,1000.0,4.0,1000.0,2.0,,,,
507,115,3,300.0,3.0,300.0,4.0,,,,
507,115,4,10000.0,1.0,10.0,4.0,0.0,0.0,5.0,18.0
507,115,5,8.0,1.0,30.0,4.0,0.0,1.0,4.0,22.0
507,115,6,9.0,4.0,9.0,4.0,,,,
507,115,7,80.0,3.0,202.0,4.0,1.0,0.0,2.0,4.0
507,115,8,50.0,2.0,50.0,3.0,,,,
510,115,1,48.0,3.0,48.0,4.0,1.0,1.0,4.0,33.0
510,115,2,150.0,1.0,150.0,1.0,,,,
510,115,3,100.0,2.0,100.0,2.0,,,,
510,115,4,20000.0,1.0,17000.0,3.0,1.0,4.0,12.0,60.0
510,115,5,28.0,3.0,30.0,4.0,1.0,4.0,10.0,54.0
510,115,6,2.0,2.0,2.0,2.0,,,,
510,115,7,210.0,4.0,202.0,5.0,1.0,1.0,4.0,28.0
510,115,8,10.0,4.0,10.0,4.0,,,,
519,119,1,45.0,1.0,80.0,4.0,2.0,0.0,7.0,21.0
519,119,2,80.0,2.0,80.0,3.0,,,,
519,119,3,400.0,3.0,400.0,2.0,,,,
519,119,4,10.0,1.0,12000.0,4.0,1.0,1.0,5.0,29.0
519,119,5,10.0,2.0,10.0,2.0,,,,
519,119,6,5000.0,3.0,12.0,4.0,,,,
519,119,7,580.0,2.0,400.0,4.0,1.0,1.0,3.0,36.0
519,119,8,780000.0,2.0,300.0,4.0,1.0,1.0,8.0,27.0
521,119,1,65.0,3.0,75.0,3.0,1.0,0.0,5.0,14.0
521,119,2,250.0,1.0,230.0,1.0,,,,
521,119,3,400.0,3.0,430.0,4.0,,,,
521,119,4,8000.0,2.0,10000.0,3.0,0.0,0.0,3.0,21.0
521,119,5,60.0,3.0,70.0,3.0,,,,
521,119,6,20.0,3.0,20.0,3.0,,,,
521,119,7,140.0,3.0,300.0,3.0,1.0,3.0,5.0,43.0
521,119,8,80.0,3.0,85.0,3.0,1.0,0.0,6.0,18.0
522,119,1,13.0,2.0,80.0,4.0,2.0,0.0,4.0,28.0
522,119,2,87.0,4.0,87.0,4.0,,,,
522,119,3,2000000000.0,3.0,2000000000.0,3.0,,,,
522,119,4,9000.0,4.0,10000.0,3.0,4.0,6.0,8.0,40.0
522,119,5,39.0,2.0,39.0,2.0,,,,
522,119,6,3.0,4.0,3.0,4.0,,,,
522,119,7,123.0,1.0,300.0,3.0,0.0,5.0,10.0,53.0
522,119,8,67.0,3.0,85.0,3.0,1.0,1.0,5.0,22.0
523,119,1,80.0,3.0,80.0,3.0,2.0,0.0,4.0,15.0
523,119,2,450.0,2.0,500.0,2.0,,,,
523,119,3,200000000.0,3.0,250000000.0,3.0,,,,
523,119,4,7000.0,2.0,12000.0,4.0,1.0,3.0,8.0,61.0
523,119,5,29.0,2.0,40.0,3.0,,,,
523,119,6,15.0,2.0,15.0,3.0,,,,
523,119,7,90.0,2.0,300.0,4.0,1.0,2.0,6.0,29.0
523,119,8,65.0,3.0,85.0,3.0,2.0,1.0,7.0,50.0
524,120,1,250.0,2.0,250.0,2.0,2.0,1.0,9.0,48.0
524,120,2,2000.0,1.0,1800.0,1.0,,,,
524,120,3,400.0,3.0,400.0,3.0,,,,
524,120,4,10000.0,2.0,10100.0,3.0,,,,
524,120,5,17.0,2.0,26.0,2.0,0.0,0.0,12.0,31.0
524,120,6,7.0,1.0,6.0,2.0,1.0,0.0,11.0,47.0
524,120,7,160.0,3.0,174.0,3.0,,,,
524,120,8,20.0,2.0,40.0,3.0,1.0,4.0,10.0,50.0
525,120,1,318.0,2.0,125.0,3.0,3.0,0.0,12.0,35.0
525,120,2,210.0,3.0,155.0,3.0,,,,
525,120,3,200.0,2.0,230.0,3.0,,,,
525,120,4,2500.0,3.0,2500.0,3.0,,,,
525,120,5,24.0,2.0,25.0,3.0,2.0,2.0,13.0,65.0
525,120,6,4.0,3.0,7.0,3.0,1.0,1.0,13.0,42.0
525,120,7,65.0,2.0,65.0,2.0,,,,
525,120,8,20.0,3.0,30.0,3.0,2.0,1.0,19.0,56.0
526,120,1,150.0,2.0,200.0,3.0,2.0,2.0,7.0,35.0
526,120,2,365.0,2.0,365.0,3.0,,,,
526,120,3,200.0,1.0,200.0,1.0,,,,
526,120,4,5000.0,2.0,5000.0,2.0,,,,
526,120,5,20.0,1.0,30.0,3.0,0.0,0.0,11.0,46.0
526,120,6,15.0,3.0,8.0,3.0,1.0,4.0,7.0,63.0
526,120,7,120.0,4.0,120.0,4.0,,,,
526,120,8,25.0,3.0,35.0,3.0,0.0,2.0,10.0,66.0
530,120,1,7.0,3.0,35.0,3.0,1.0,0.0,4.0,21.0
530,120,2,15.0,2.0,25.0,3.0,,,,
530,120,3,5.0,2.0,22.0,3.0,,,,
530,120,4,16.0,2.0,65.0,3.0,,,,
530,120,5,10.0,2.0,35.0,3.0,0.0,0.0,3.0,11.0
530,120,6,4.0,2.0,6.0,4.0,2.0,0.0,4.0,15.0
530,120,7,120.0,2.0,234.0,4.0,,,,
530,120,8,13.0,2.0,42.0,3.0,0.0,1.0,5.0,31.0
552,125,1,109.0,3.0,128.0,4.0,1.0,2.0,6.0,38.0
552,125,2,90.0,1.0,90.0,2.0,,,,
552,125,3,500.0,2.0,500.0,4.0,,,,
552,125,4,120000.0,2.0,120000.0,4.0,1.0,0.0,4.0,16.0
552,125,5,29.0,4.0,30.0,4.0,1.0,1.0,10.0,42.0
552,125,6,12.0,4.0,12.0,4.0,,,,
552,125,7,500.0,2.0,500.0,4.0,,,,
552,125,8,90.0,3.0,50.0,4.0,1.0,2.0,10.0,36.0
558,125,1,54.0,1.0,130.0,2.0,0.0,3.0,6.0,30.0
558,125,2,,,88.0,4.0,,,,
558,125,3,500.0,1.0,500.0,3.0,,,,
558,125,4,15000.0,2.0,6000.0,3.0,1.0,9.0,13.0,57.0
558,125,5,8.0,1.0,30.0,3.0,2.0,1.0,14.0,66.0
558,125,6,3.0,2.0,5.0,3.0,,,,
558,125,7,38.0,3.0,42.0,3.0,,,,
558,125,8,30.0,1.0,48.0,3.0,1.0,4.0,11.0,69.0
564,125,1,128.0,1.0,128.0,3.0,2.0,9.0,11.0,86.0
564,125,2,166.0,3.0,166.0,3.0,,,,
564,125,3,400.0,2.0,400.0,2.0,,,,
564,125,4,2400.0,2.0,6000.0,3.0,1.0,10.0,10.0,66.0
564,125,5,16.0,1.0,30.0,3.0,2.0,2.0,15.0,96.0
564,125,6,3.0,1.0,3.0,1.0,,,,
564,125,7,150.0,3.0,150.0,3.0,,,,
564,125,8,50.0,3.0,36.0,3.0,2.0,4.0,12.0,68.0
567,125,1,70.0,2.0,123.0,3.0,1.0,0.0,5.0,29.0
567,125,2,120.0,2.0,120.0,2.0,,,,
567,125,3,680.0,3.0,680.0,3.0,,,,
567,125,4,1.0,2.0,6000.0,3.0,0.0,1.0,10.0,45.0
567,125,5,27.0,3.0,30.0,4.0,2.0,7.0,21.0,101.0
567,125,6,17.0,4.0,17.0,4.0,,,,
567,125,7,117.0,2.0,117.0,3.0,,,,
567,125,8,17.0,3.0,45.0,3.0,1.0,1.0,8.0,31.0
590,129,1,50.0,3.0,,,,,,
590,129,2,200.0,2.0,,,1.0,5.0,16.0,86.0
590,129,3,400.0,4.0,,,,,,
590,129,4,9000.0,4.0,,,2.0,2.0,11.0,60.0
590,129,5,5.0,2.0,,,,,,
590,129,6,7.0,3.0,,,3.0,3.0,8.0,33.0
590,129,7,70.0,2.0,,,2.0,2.0,8.0,35.0
590,129,8,80.0,3.0,,,,,,
591,129,1,38.0,1.0,38.0,1.0,,,,
591,129,2,1000.0,1.0,300.0,2.0,0.0,2.0,10.0,33.0
591,129,3,600.0,2.0,500.0,2.0,,,,
591,129,4,7500.0,1.0,1000.0,3.0,1.0,1.0,2.0,12.0
591,129,5,20.0,1.0,20.0,1.0,,,,
591,129,6,7.0,1.0,7.0,2.0,1.0,0.0,3.0,6.0
591,129,7,600.0,2.0,200.0,3.0,1.0,0.0,3.0,17.0
591,129,8,150.0,2.0,150.0,2.0,,,,
592,129,1,300.0,3.0,300.0,3.0,,,,
592,129,2,200.0,3.0,325.0,4.0,2.0,0.0,21.0,53.0
592,129,3,400.0,3.0,400.0,3.0,,,,
592,129,4,10000.0,3.0,10000.0,3.0,1.0,0.0,8.0,16.0
592,129,5,200.0,2.0,300.0,3.0,,,,
592,129,6,4.0,3.0,7.0,4.0,3.0,0.0,8.0,25.0
592,129,7,200.0,3.0,300.0,3.0,1.0,1.0,5.0,18.0
592,129,8,0.0,3.0,0.0,3.0,,,,
593,129,1,53.0,1.0,83.0,1.0,,,,
593,129,2,108.0,1.0,325.0,2.0,0.0,1.0,9.0,34.0
593,129,3,300.0,1.0,300.0,1.0,,,,
593,129,4,15000.0,1.0,10000.0,3.0,1.0,1.0,8.0,30.0
593,129,5,35.0,1.0,35.0,1.0,,,,
593,129,6,15.0,2.0,7.0,3.0,2.0,0.0,5.0,19.0
593,129,7,300.0,1.0,250.0,2.0,1.0,2.0,5.0,32.0
593,129,8,53.0,1.0,53.0,1.0,,,,
633,137,1,180.0,3.0,180.0,3.0,,,,
633,137,2,180.0,3.0,210.0,3.0,2.0,4.0,10.0,70.0
633,137,3,500.0,4.0,500.0,4.0,,,,
633,137,4,15000.0,3.0,12000.0,4.0,1.0,7.0,21.0,98.0
633,137,5,35.0,3.0,35.0,4.0,7.0,4.0,16.0,82.0
633,137,6,6.0,3.0,6.0,3.0,0.0,3.0,18.0,71.0
633,137,7,200.0,3.0,200.0,3.0,,,,
633,137,8,50.0,3.0,50.0,3.0,,,,
643,137,1,112.0,3.0,150.0,4.0,,,,
643,137,2,52.0,3.0,205.0,5.0,1.0,0.0,8.0,29.0
643,137,3,2000.0,2.0,2000.0,2.0,,,,
643,137,4,8000.0,3.0,10.0,4.0,1.0,1.0,9.0,66.0
643,137,5,40.0,3.0,35.0,4.0,5.0,4.0,7.0,48.0
643,137,6,20.0,3.0,7.0,4.0,1.0,3.0,14.0,88.0
643,137,7,10.0,1.0,10.0,1.0,,,,
643,137,8,50.0,2.0,50.0,1.0,,,,
649,137,1,50.0,2.0,50.0,2.0,,,,
649,137,2,50.0,2.0,205.0,3.0,1.0,0.0,7.0,22.0
649,137,3,50.0,2.0,50.0,2.0,,,,
649,137,4,50000.0,1.0,11000.0,4.0,2.0,0.0,5.0,23.0
649,137,5,6.0,3.0,35.0,4.0,5.0,0.0,11.0,42.0
649,137,6,10.0,2.0,7.0,3.0,1.0,1.0,7.0,49.0
649,137,7,160.0,4.0,160.0,4.0,,,,
649,137,8,60.0,2.0,60.0,2.0,,,,
660,137,1,,,200.0,2.0,,,,
660,137,2,265.0,3.0,205.0,4.0,0.0,5.0,34.0,136.0
660,137,3,50.0,3.0,60.0,3.0,,,,
660,137,4,,,11000.0,4.0,0.0,8.0,21.0,109.0
660,137,5,8.0,3.0,35.0,4.0,6.0,0.0,18.0,102.0
660,137,6,24.0,3.0,10.0,4.0,0.0,2.0,16.0,99.0
660,137,7,200.0,2.0,200.0,3.0,,,,
660,137,8,,,42.0,3.0,,,,
695,143,1,34.0,1.0,32.0,1.0,,,,
695,143,2,50000.0,1.0,500.0,3.0,0.0,0.0,8.0,44.0
695,143,3,230.0,2.0,500.0,2.0,2.0,3.0,10.0,46.0
695,143,4,6000.0,1.0,6000.0,3.0,,,,
695,143,5,12.0,1.0,12.0,1.0,,,,
695,143,6,12.0,2.0,10.0,3.0,1.0,0.0,10.0,28.0
695,143,7,160.0,2.0,160.0,2.0,,,,
695,143,8,58.0,1.0,60.0,3.0,1.0,0.0,6.0,31.0
707,143,1,14.0,3.0,14.0,3.0,,,,
707,143,2,350.0,3.0,350.0,1.0,1.0,0.0,8.0,27.0
707,143,3,1000000000.0,3.0,450000000.0,3.0,0.0,1.0,12.0,37.0
707,143,4,8000.0,3.0,8000.0,2.0,,,,
707,143,5,35.0,3.0,25.0,2.0,,,,
707,143,6,7.0,3.0,9.0,3.0,0.0,3.0,10.0,60.0
707,143,7,120.0,3.0,120.0,2.0,,,,
707,143,8,20.0,3.0,25.0,2.0,0.0,4.0,8.0,58.0
713,143,1,60.0,2.0,60.0,2.0,,,,
713,143,2,160.0,2.0,300.0,3.0,1.0,0.0,13.0,85.0
713,143,3,150.0,3.0,450.0,4.0,1.0,0.0,12.0,49.0
713,143,4,8000.0,2.0,8000.0,2.0,,,,
713,143,5,20.0,2.0,20.0,2.0,,,,
713,143,6,80.0,3.0,50.0,4.0,0.0,4.0,11.0,85.0
713,143,7,401.0,2.0,401.0,2.0,,,,
713,143,8,60.0,3.0,90.0,4.0,2.0,4.0,10.0,78.0
716,143,1,300.0,3.0,372.0,2.0,,,,
716,143,2,122.0,3.0,500.0,3.0,1.0,0.0,6.0,24.0
716,143,3,,,450000000.0,3.0,0.0,3.0,16.0,67.0
716,143,4,7000.0,3.0,7000.0,3.0,,,,
716,143,5,3.0,3.0,4.0,3.0,,,,
716,143,6,10.0,3.0,9.0,4.0,3.0,4.0,12.0,93.0
716,143,7,250.0,3.0,210.0,2.0,,,,
716,143,8,4.0,3.0,70.0,2.0,0.0,0.0,8.0,26.0
722,144,1,35.0,1.0,35.0,2.0,1.0,1.0,6.0,51.0
722,144,2,160.0,1.0,160.0,1.0,,,,
722,144,3,700.0,1.0,700.0,1.0,,,,
722,144,4,7000.0,2.0,6000.0,2.0,3.0,2.0,8.0,48.0
722,144,5,27.0,1.0,27.0,1.0,,,,
722,144,6,7.0,1.0,7.0,1.0,,,,
722,144,7,150.0,2.0,200.0,3.0,2.0,1.0,7.0,22.0
722,144,8,40.0,1.0,40.0,2.0,1.0,4.0,9.0,49.0
728,144,1,10.0,2.0,35.0,4.0,1.0,0.0,2.0,4.0
728,144,2,870.0,3.0,3000.0,3.0,,,,
728,144,3,500.0,3.0,600.0,3.0,,,,
728,144,4,2000.0,2.0,6000.0,3.0,1.0,1.0,6.0,22.0
728,144,5,1.0,1.0,1.0,1.0,,,,
728,144,6,12.0,3.0,12.0,3.0,,,,
728,144,7,80.0,2.0,200.0,4.0,1.0,1.0,4.0,13.0
728,144,8,14.0,3.0,25.0,3.0,1.0,1.0,3.0,12.0
734,144,1,65.0,3.0,65.0,3.0,1.0,0.0,5.0,42.0
734,144,2,560.0,2.0,560.0,3.0,,,,
734,144,3,600.0,3.0,600.0,3.0,,,,
734,144,4,700.0,3.0,7000.0,4.0,2.0,4.0,9.0,65.0
734,144,5,27.0,3.0,27.0,3.0,,,,
734,144,6,50.0,3.0,80.0,3.0,,,,
734,144,7,800.0,2.0,200.0,4.0,0.0,1.0,6.0,23.0
734,144,8,15.0,3.0,30.0,3.0,1.0,0.0,2.0,9.0
740,144,1,32.0,2.0,,,2.0,0.0,7.0,43.0
740,144,2,150.0,1.0,,,,,,
740,144,3,380000000.0,4.0,,,,,,
740,144,4,4508.0,1.0,,,2.0,3.0,8.0,42.0
740,144,5,27.0,1.0,,,,,,
740,144,6,4.0,4.0,,,,,,
740,144,7,201.0,2.0,,,2.0,1.0,7.0,38.0
740,144,8,26.0,3.0,,,1.0,4.0,10.0,79.0
742,146,1,120.0,1.0,125.0,4.0,1.0,0.0,7.0,33.0
742,146,2,300.0,1.0,310.0,1.0,,,,
742,146,3,500.0,2.0,650.0,3.0,2.0,0.0,15.0,76.0
742,146,4,50000.0,1.0,8000.0,4.0,0.0,2.0,7.0,46.0
742,146,5,1.0,1.0,1.0,1.0,,,,
742,146,6,10.0,2.0,10.0,2.0,,,,
742,146,7,250.0,1.0,230.0,3.0,1.0,2.0,10.0,62.0
742,146,8,20.0,2.0,20.0,2.0,,,,
745,146,1,70.0,2.0,125.0,4.0,1.0,0.0,7.0,23.0
745,146,2,120.0,1.0,120.0,1.0,,,,
745,146,3,1000000000.0,1.0,100.0,4.0,0.0,1.0,15.0,93.0
745,146,4,6000.0,3.0,8000.0,4.0,1.0,8.0,16.0,107.0
